"","OnlyDate","hour","Date","u","v","ws","wd","month","year","wp2"
"1",2009-07-01,"01",2009-07-01 01:00:00,3.32,-1.93,3.84,120.2,"07","2009",0.249
"2",2009-07-01,"02",2009-07-01 02:00:00,2.88,-1.78,3.39,121.76,"07","2009",0.175
"3",2009-07-01,"03",2009-07-01 03:00:00,2.46,-1.71,2.99,124.85,"07","2009",0.085
"4",2009-07-01,"04",2009-07-01 04:00:00,2.07,-1.68,2.67,129.09,"07","2009",0.032
"5",2009-07-01,"05",2009-07-01 05:00:00,1.77,-1.65,2.42,132.96,"07","2009",0.011
"6",2009-07-01,"06",2009-07-01 06:00:00,1.61,-1.55,2.24,134.05,"07","2009",0
"7",2009-07-01,"07",2009-07-01 07:00:00,1.6,-1.37,2.11,130.46,"07","2009",0.011
"8",2009-07-01,"08",2009-07-01 08:00:00,1.71,-1.19,2.08,124.72,"07","2009",0.016
"9",2009-07-01,"09",2009-07-01 09:00:00,1.84,-1.12,2.16,121.38,"07","2009",0
"10",2009-07-01,"10",2009-07-01 10:00:00,1.94,-1.27,2.32,123.11,"07","2009",0.005
"11",2009-07-01,"11",2009-07-01 11:00:00,2.01,-1.53,2.53,127.29,"07","2009",0.021
"12",2009-07-01,"12",2009-07-01 12:00:00,2.07,-1.8,2.74,131,"07","2009",0.021
"13",2009-07-01,"13",2009-07-01 13:00:00,2.175,-1.98,2.94,132.36,"07","2009",0.026
"14",2009-07-01,"14",2009-07-01 14:00:00,2.22,-2.2,3.13,134.705,"07","2009",0.021
"15",2009-07-01,"15",2009-07-01 15:00:00,2.425,-2.355,3.38,134.12,"07","2009",0.016
"16",2009-07-01,"16",2009-07-01 16:00:00,2.745,-2.48,3.7,132.04,"07","2009",0.021
"17",2009-07-01,"17",2009-07-01 17:00:00,3.1,-2.6,4.05,129.96,"07","2009",0.016
"18",2009-07-01,"18",2009-07-01 18:00:00,3.38,-2.73,4.35,128.965,"07","2009",0.032
"19",2009-07-01,"19",2009-07-01 19:00:00,3.5,-2.88,4.535,129.465,"07","2009",0.037
