"","OnlyDate","hour","Date","u","v","ws","wd","month","year","wp1"
"1",2009-07-01,"01",2009-07-01 01:00:00,2.34,-0.79,2.47,108.68,"07","2009",0.085
"2",2009-07-01,"02",2009-07-01 02:00:00,2.18,-0.99,2.4,114.31,"07","2009",0.02
"3",2009-07-01,"03",2009-07-01 03:00:00,2.2,-1.21,2.51,118.71,"07","2009",0.06
"4",2009-07-01,"04",2009-07-01 04:00:00,2.35,-1.4,2.73,120.86,"07","2009",0.045
"5",2009-07-01,"05",2009-07-01 05:00:00,2.53,-1.47,2.93,120.13,"07","2009",0.035
"6",2009-07-01,"06",2009-07-01 06:00:00,2.66,-1.29,2.96,115.79,"07","2009",0.005
"7",2009-07-01,"07",2009-07-01 07:00:00,2.69,-0.81,2.81,106.71,"07","2009",0
"8",2009-07-01,"08",2009-07-01 08:00:00,2.72,-0.26,2.73,95.39,"07","2009",0
"9",2009-07-01,"09",2009-07-01 09:00:00,2.87,0.08,2.87,88.5,"07","2009",0.01
"10",2009-07-01,"10",2009-07-01 10:00:00,3.23,-0.01,3.23,90.19,"07","2009",0.025
"11",2009-07-01,"11",2009-07-01 11:00:00,3.65,-0.33,3.66,95.15,"07","2009",0.03
"12",2009-07-01,"12",2009-07-01 12:00:00,3.89,-0.6,3.94,98.71,"07","2009",0.01
"13",2009-07-01,"13",2009-07-01 13:00:00,3.295,-0.62,3.355,101.01,"07","2009",0
"14",2009-07-01,"14",2009-07-01 14:00:00,3.33,-0.545,3.38,99.49,"07","2009",0.01
"15",2009-07-01,"15",2009-07-01 15:00:00,3.275,-0.285,3.305,94.87,"07","2009",0
"16",2009-07-01,"16",2009-07-01 16:00:00,3.21,0.07,3.24,88.6,"07","2009",0
"17",2009-07-01,"17",2009-07-01 17:00:00,3.13,0.37,3.19,83.355,"07","2009",0
"18",2009-07-01,"18",2009-07-01 18:00:00,3.005,0.465,3.08,81.74,"07","2009",0.005
"19",2009-07-01,"19",2009-07-01 19:00:00,2.82,0.27,2.865,85.69,"07","2009",0
"20",2009-07-01,"20",2009-07-01 20:00:00,2.565,-0.12,2.595,94.49,"07","2009",0
"21",2009-07-01,"21",2009-07-01 21:00:00,2.235,-0.55,2.325,106.155,"07","2009",0
"22",2009-07-01,"22",2009-07-01 22:00:00,1.825,-0.895,2.05,118.02,"07","2009",0.005
"23",2009-07-01,"23",2009-07-01 23:00:00,1.35,-1.14,1.77,131.27,"07","2009",0.015
"24",2009-07-02,"00",2009-07-02 00:00:00,0.825,-1.295,1.54,149.455,"07","2009",0
"25",2009-07-02,"01",2009-07-02 01:00:00,0.403333333333333,-1.27666666666667,1.38666666666667,164.333333333333,"07","2009",0
"26",2009-07-02,"02",2009-07-02 02:00:00,0.00666666666666669,-1.42,1.51666666666667,180.533333333333,"07","2009",0.01
"27",2009-07-02,"03",2009-07-02 03:00:00,-0.283333333333333,-1.35333333333333,1.46,190.896666666667,"07","2009",0.01
"28",2009-07-02,"04",2009-07-02 04:00:00,-0.396666666666667,-1.12333333333333,1.22333333333333,199.263333333333,"07","2009",0
"29",2009-07-02,"05",2009-07-02 05:00:00,-0.336666666666667,-0.863333333333333,0.956666666666667,204.413333333333,"07","2009",0
"30",2009-07-02,"06",2009-07-02 06:00:00,-0.146666666666667,-0.69,0.84,195.45,"07","2009",0
"31",2009-07-02,"07",2009-07-02 07:00:00,0.123333333333333,-0.7,0.823333333333333,181.113333333333,"07","2009",0
"32",2009-07-02,"08",2009-07-02 08:00:00,0.316666666666667,-0.84,0.923333333333333,163.7,"07","2009",0
"33",2009-07-02,"09",2009-07-02 09:00:00,0.276666666666667,-1.00666666666667,1.08666666666667,165.346666666667,"07","2009",0.015
"34",2009-07-02,"10",2009-07-02 10:00:00,-0.09,-1.13333333333333,1.19666666666667,184.34,"07","2009",0.03
"35",2009-07-02,"11",2009-07-02 11:00:00,-0.56,-1.21333333333333,1.41333333333333,204.523333333333,"07","2009",0.01
"36",2009-07-02,"12",2009-07-02 12:00:00,-0.826666666666667,-1.27666666666667,1.60666666666667,213.156666666667,"07","2009",0
"37",2009-07-02,"13",2009-07-02 13:00:00,-0.41,-1.55,1.7375,198.235,"07","2009",0
"38",2009-07-02,"14",2009-07-02 14:00:00,0.015,-1.61,1.695,184.205,"07","2009",0
"39",2009-07-02,"15",2009-07-02 15:00:00,0.4625,-1.63,1.7225,167.2075,"07","2009",0
"40",2009-07-02,"16",2009-07-02 16:00:00,0.835,-1.62,1.84,152.525,"07","2009",0.01
"41",2009-07-02,"17",2009-07-02 17:00:00,1.1725,-1.645,2.075,143.455,"07","2009",0.01
"42",2009-07-02,"18",2009-07-02 18:00:00,1.5475,-1.805,2.455,138.745,"07","2009",0.01
"43",2009-07-02,"19",2009-07-02 19:00:00,1.9975,-2.145,2.9975,136.6225,"07","2009",0.01
"44",2009-07-02,"20",2009-07-02 20:00:00,2.4125,-2.5325,3.5475,136.055,"07","2009",0.01
"45",2009-07-02,"21",2009-07-02 21:00:00,2.6425,-2.7875,3.87,136.1925,"07","2009",0.08
"46",2009-07-02,"22",2009-07-02 22:00:00,2.585,-2.775,3.8075,136.7625,"07","2009",0.025
"47",2009-07-02,"23",2009-07-02 23:00:00,2.3575,-2.555,3.495,137.335,"07","2009",0.08
"48",2009-07-03,"00",2009-07-03 00:00:00,2.125,-2.2225,3.0975,136.7325,"07","2009",0.201
"49",2009-07-03,"01",2009-07-03 01:00:00,2.08,-1.97,2.8775,133.8575,"07","2009",0.12
"50",2009-07-03,"02",2009-07-03 02:00:00,2.0975,-1.5875,2.6375,127.02,"07","2009",0.035
"51",2009-07-03,"03",2009-07-03 03:00:00,2.2425,-1.26,2.585,119.015,"07","2009",0.05
"52",2009-07-03,"04",2009-07-03 04:00:00,2.48,-1.03,2.7,112.1625,"07","2009",0.08
"53",2009-07-03,"05",2009-07-03 05:00:00,2.745,-0.885,2.8925,107.425,"07","2009",0.065
"54",2009-07-03,"06",2009-07-03 06:00:00,2.95,-0.7975,3.065,104.705,"07","2009",0.14
"55",2009-07-03,"07",2009-07-03 07:00:00,3.0625,-0.7475,3.1575,103.405,"07","2009",0.08
"56",2009-07-03,"08",2009-07-03 08:00:00,3.1825,-0.7475,3.2775,102.99,"07","2009",0.055
"57",2009-07-03,"09",2009-07-03 09:00:00,3.47,-0.825,3.575,103.135,"07","2009",0.025
"58",2009-07-03,"10",2009-07-03 10:00:00,4.0025,-1.0025,4.135,103.8225,"07","2009",0.04
"59",2009-07-03,"11",2009-07-03 11:00:00,4.6,-1.28,4.795,105.5075,"07","2009",0.1
"60",2009-07-03,"12",2009-07-03 12:00:00,5.0275,-1.67,5.335,108.5175,"07","2009",0.175
"61",2009-07-03,"13",2009-07-03 13:00:00,4.595,-2.5825,5.3025,119.5725,"07","2009",0.13
"62",2009-07-03,"14",2009-07-03 14:00:00,4.59,-3.1725,5.6075,124.6975,"07","2009",0.095
"63",2009-07-03,"15",2009-07-03 15:00:00,4.7325,-3.6,5.9625,127.1675,"07","2009",0.095
"64",2009-07-03,"16",2009-07-03 16:00:00,5.0925,-3.79,6.36,126.5125,"07","2009",0.19
"65",2009-07-03,"17",2009-07-03 17:00:00,5.57,-3.77,6.745,123.9375,"07","2009",0.221
"66",2009-07-03,"18",2009-07-03 18:00:00,6.04,-3.605,7.055,120.695,"07","2009",0.226
"67",2009-07-03,"19",2009-07-03 19:00:00,6.395,-3.35,7.235,117.59,"07","2009",0.301
"68",2009-07-03,"20",2009-07-03 20:00:00,6.595,-3.0975,7.295,115.1225,"07","2009",0.421
"69",2009-07-03,"21",2009-07-03 21:00:00,6.6375,-2.93,7.2575,113.7925,"07","2009",0.486
"70",2009-07-03,"22",2009-07-03 22:00:00,6.51,-2.8925,7.125,113.9475,"07","2009",0.476
"71",2009-07-03,"23",2009-07-03 23:00:00,6.1925,-2.885,6.835,114.99,"07","2009",0.476
"72",2009-07-04,"00",2009-07-04 00:00:00,5.68,-2.7725,6.3275,116.0575,"07","2009",0.521
"73",2009-07-04,"01",2009-07-04 01:00:00,5.0825,-2.475,5.6575,116.0425,"07","2009",0.476
"74",2009-07-04,"02",2009-07-04 02:00:00,4.395,-2.145,4.8925,116.0825,"07","2009",0.501
"75",2009-07-04,"03",2009-07-04 03:00:00,3.8525,-1.835,4.265,115.4175,"07","2009",0.662
"76",2009-07-04,"04",2009-07-04 04:00:00,3.535,-1.65,3.9025,114.93,"07","2009",0.747
"77",2009-07-04,"05",2009-07-04 05:00:00,3.3475,-1.55,3.69,114.8625,"07","2009",0.622
"78",2009-07-04,"06",2009-07-04 06:00:00,3.1325,-1.47,3.4575,115.1275,"07","2009",0.406
"79",2009-07-04,"07",2009-07-04 07:00:00,2.8025,-1.365,3.12,115.8175,"07","2009",0.19
"80",2009-07-04,"08",2009-07-04 08:00:00,2.54,-1.3475,2.8775,117.585,"07","2009",0.11
"81",2009-07-04,"09",2009-07-04 09:00:00,2.5725,-1.5575,3.015,120.91,"07","2009",0.075
"82",2009-07-04,"10",2009-07-04 10:00:00,3.055,-2.09,3.71,124.29,"07","2009",0.135
"83",2009-07-04,"11",2009-07-04 11:00:00,3.82,-2.7875,4.735,126.115,"07","2009",0.11
"84",2009-07-04,"12",2009-07-04 12:00:00,4.5825,-3.4425,5.74,126.835,"07","2009",0.201
"85",2009-07-04,"13",2009-07-04 13:00:00,5.11,-4.055,6.54,128.3,"07","2009",0.386
"86",2009-07-04,"14",2009-07-04 14:00:00,5.245,-4.2025,6.7275,128.6875,"07","2009",0.461
"87",2009-07-04,"15",2009-07-04 15:00:00,5.1475,-4.235,6.67,129.4725,"07","2009",0.451
"88",2009-07-04,"16",2009-07-04 16:00:00,4.9,-4.2125,6.465,130.7075,"07","2009",0.376
"89",2009-07-04,"17",2009-07-04 17:00:00,4.65,-4.205,6.2725,132.1475,"07","2009",0.266
"90",2009-07-04,"18",2009-07-04 18:00:00,4.5525,-4.2775,6.2475,133.245,"07","2009",0.241
"91",2009-07-04,"19",2009-07-04 19:00:00,4.6825,-4.455,6.4675,133.565,"07","2009",0.236
"92",2009-07-04,"20",2009-07-04 20:00:00,4.8,-4.525,6.605,133.3225,"07","2009",0.226
"93",2009-07-04,"21",2009-07-04 21:00:00,4.5775,-4.2275,6.255,132.77,"07","2009",0.271
"94",2009-07-04,"22",2009-07-04 22:00:00,3.8325,-3.415,5.16,131.71,"07","2009",0.271
"95",2009-07-04,"23",2009-07-04 23:00:00,2.9175,-2.335,3.7575,128.71,"07","2009",0.296
"96",2009-07-05,"00",2009-07-05 00:00:00,2.3175,-1.3525,2.6925,120.435,"07","2009",0.19
"97",2009-07-05,"01",2009-07-05 01:00:00,2.6525,-0.8425,2.7825,107.77,"07","2009",0.12
"98",2009-07-05,"02",2009-07-05 02:00:00,2.9375,-0.585,3.0025,100.925,"07","2009",0.195
"99",2009-07-05,"03",2009-07-05 03:00:00,3.2875,-0.41,3.3375,97.13,"07","2009",0.281
"100",2009-07-05,"04",2009-07-05 04:00:00,3.4575,-0.23,3.5075,93.9675,"07","2009",0.221
"101",2009-07-05,"05",2009-07-05 05:00:00,3.4725,-0.0625,3.535,91.175,"07","2009",0.14
"102",2009-07-05,"06",2009-07-05 06:00:00,3.435,0.0325,3.5125,89.39,"07","2009",0.216
"103",2009-07-05,"07",2009-07-05 07:00:00,3.43,0.0325,3.495,89.2,"07","2009",0.281
"104",2009-07-05,"08",2009-07-05 08:00:00,3.455,-0.005,3.4875,89.8075,"07","2009",0.206
"105",2009-07-05,"09",2009-07-05 09:00:00,3.4825,0.0025,3.49,89.8775,"07","2009",0.185
"106",2009-07-05,"10",2009-07-05 10:00:00,3.505,0.1025,3.5125,88.2875,"07","2009",0.246
"107",2009-07-05,"11",2009-07-05 11:00:00,3.515,0.2025,3.5625,86.31,"07","2009",0.266
"108",2009-07-05,"12",2009-07-05 12:00:00,3.5275,0.1675,3.625,86.225,"07","2009",0.165
"109",2009-07-05,"13",2009-07-05 13:00:00,3.535,-0.1625,3.675,90.735,"07","2009",0.025
"110",2009-07-05,"14",2009-07-05 14:00:00,3.6325,-0.6375,3.845,97.625,"07","2009",0.01
"111",2009-07-05,"15",2009-07-05 15:00:00,3.67,-1.1075,3.9975,104.175,"07","2009",0
"112",2009-07-05,"16",2009-07-05 16:00:00,3.675,-1.48,4.1175,109.37,"07","2009",0.01
"113",2009-07-05,"17",2009-07-05 17:00:00,3.715,-1.75,4.24,113.0175,"07","2009",0.035
"114",2009-07-05,"18",2009-07-05 18:00:00,3.8425,-1.9225,4.4025,114.805,"07","2009",0.03
"115",2009-07-05,"19",2009-07-05 19:00:00,4.085,-2.0175,4.6225,114.775,"07","2009",0.02
"116",2009-07-05,"20",2009-07-05 20:00:00,4.23,-2.02,4.7525,114.315,"07","2009",0.045
"117",2009-07-05,"21",2009-07-05 21:00:00,4.03,-1.9175,4.54,114.78,"07","2009",0.07
"118",2009-07-05,"22",2009-07-05 22:00:00,3.3325,-1.7025,3.825,117.285,"07","2009",0.085
"119",2009-07-05,"23",2009-07-05 23:00:00,2.44,-1.4225,2.91,121.755,"07","2009",0.065
"120",2009-07-06,"00",2009-07-06 00:00:00,1.76,-1.13,2.215,126.245,"07","2009",0.015
"121",2009-07-06,"01",2009-07-06 01:00:00,1.98,-0.9375,2.4175,123.8525,"07","2009",0.01
"122",2009-07-06,"02",2009-07-06 02:00:00,1.995,-0.7325,2.425,125.4775,"07","2009",0.035
"123",2009-07-06,"03",2009-07-06 03:00:00,2.0475,-0.6425,2.3875,129.5775,"07","2009",0.09
"124",2009-07-06,"04",2009-07-06 04:00:00,2.0575,-0.67,2.265,87.195,"07","2009",0.115
"125",2009-07-06,"05",2009-07-06 05:00:00,2.065,-0.66,2.5025,95.68,"07","2009",0.06
"126",2009-07-06,"06",2009-07-06 06:00:00,2.1325,-0.425,2.65,96.615,"07","2009",0.05
"127",2009-07-06,"07",2009-07-06 07:00:00,2.305,0.1275,2.675,88.1575,"07","2009",0.03
"128",2009-07-06,"08",2009-07-06 08:00:00,2.495,0.7075,2.79,75.745,"07","2009",0
"129",2009-07-06,"09",2009-07-06 09:00:00,2.585,0.9225,2.905,71.13,"07","2009",0
"130",2009-07-06,"10",2009-07-06 10:00:00,2.51,0.52,2.7725,78.0725,"07","2009",0.04
"131",2009-07-06,"11",2009-07-06 11:00:00,2.3725,-0.21,2.63,92.795,"07","2009",0.04
"132",2009-07-06,"12",2009-07-06 12:00:00,2.33,-0.85,2.695,109.2525,"07","2009",0.09
"133",2009-07-06,"13",2009-07-06 13:00:00,3.1625,-1.32,3.575,114.0225,"07","2009",0.125
"134",2009-07-06,"14",2009-07-06 14:00:00,3.5175,-1.4125,3.8575,113.8775,"07","2009",0.085
"135",2009-07-06,"15",2009-07-06 15:00:00,4.06,-1.4375,4.325,110.7225,"07","2009",0.055
"136",2009-07-06,"16",2009-07-06 16:00:00,4.805,-1.5225,5.04,107.685,"07","2009",0.085
"137",2009-07-06,"17",2009-07-06 17:00:00,5.5875,-1.6475,5.83,106.2425,"07","2009",0.211
"138",2009-07-06,"18",2009-07-06 18:00:00,6.19,-1.775,6.445,105.88,"07","2009",0.266
"139",2009-07-06,"19",2009-07-06 19:00:00,6.44,-1.88,6.72,106.305,"07","2009",0.185
"140",2009-07-06,"20",2009-07-06 20:00:00,6.3075,-2.04,6.6625,108.1075,"07","2009",0.16
"141",2009-07-06,"21",2009-07-06 21:00:00,5.81,-2.3425,6.315,112.125,"07","2009",0.075
"142",2009-07-06,"22",2009-07-06 22:00:00,4.9925,-2.815,5.755,119.265,"07","2009",0.175
"143",2009-07-06,"23",2009-07-06 23:00:00,4.035,-3.2,5.15,128.37,"07","2009",0.12
"144",2009-07-07,"00",2009-07-07 00:00:00,3.1525,-3.175,4.51,135.57,"07","2009",0.02
"145",2009-07-07,"01",2009-07-07 01:00:00,2.31,-2.405,3.3825,136.64,"07","2009",0.05
"146",2009-07-07,"02",2009-07-07 02:00:00,1.9475,-1.5375,2.5,128.9975,"07","2009",0.07
"147",2009-07-07,"03",2009-07-07 03:00:00,1.84,-0.7975,2.02,113.8875,"07","2009",0.005
"148",2009-07-07,"04",2009-07-07 04:00:00,1.96,-0.435,2.025,102.9775,"07","2009",0
"149",2009-07-07,"05",2009-07-07 05:00:00,2.2175,-0.35,2.265,99.3575,"07","2009",0.03
"150",2009-07-07,"06",2009-07-07 06:00:00,2.5175,-0.3675,2.5575,98.2975,"07","2009",0.02
"151",2009-07-07,"07",2009-07-07 07:00:00,2.7975,-0.355,2.83,96.94,"07","2009",0.075
"152",2009-07-07,"08",2009-07-07 08:00:00,3.1325,-0.355,3.16,96.2575,"07","2009",0.105
"153",2009-07-07,"09",2009-07-07 09:00:00,3.6425,-0.45,3.675,97.185,"07","2009",0.16
"154",2009-07-07,"10",2009-07-07 10:00:00,4.3825,-0.71,4.44,99.375,"07","2009",0.18
"155",2009-07-07,"11",2009-07-07 11:00:00,5.14,-1.1,5.26,102.0625,"07","2009",0.231
"156",2009-07-07,"12",2009-07-07 12:00:00,5.66,-1.5725,5.875,105.41,"07","2009",0.306
"157",2009-07-07,"13",2009-07-07 13:00:00,5.6475,-2.0725,6.015,110.1725,"07","2009",0.286
"158",2009-07-07,"14",2009-07-07 14:00:00,5.4775,-2.53,6.04,114.9,"07","2009",0.246
"159",2009-07-07,"15",2009-07-07 15:00:00,5.265,-2.775,5.965,117.965,"07","2009",0.306
"160",2009-07-07,"16",2009-07-07 16:00:00,5.1775,-2.77,5.8875,118.4,"07","2009",0.306
"161",2009-07-07,"17",2009-07-07 17:00:00,5.2575,-2.6425,5.895,116.9425,"07","2009",0.306
"162",2009-07-07,"18",2009-07-07 18:00:00,5.5075,-2.5425,6.075,114.9175,"07","2009",0.316
"163",2009-07-07,"19",2009-07-07 19:00:00,5.91,-2.5925,6.46,113.565,"07","2009",0.381
"164",2009-07-07,"20",2009-07-07 20:00:00,6.3075,-2.68,6.8625,112.8675,"07","2009",0.411
"165",2009-07-07,"21",2009-07-07 21:00:00,6.495,-2.655,7.0325,112.1375,"07","2009",0.426
"166",2009-07-07,"22",2009-07-07 22:00:00,6.325,-2.3925,6.7775,110.705,"07","2009",0.391
"167",2009-07-07,"23",2009-07-07 23:00:00,5.8575,-1.9675,6.185,108.56,"07","2009",0.346
"168",2009-07-08,"00",2009-07-08 00:00:00,5.1875,-1.4825,5.395,105.9375,"07","2009",0.316
"169",2009-07-08,"01",2009-07-08 01:00:00,4.6125,-1.0325,4.7275,102.635,"07","2009",0.271
"170",2009-07-08,"02",2009-07-08 02:00:00,3.995,-0.6925,4.0575,99.7675,"07","2009",0.276
"171",2009-07-08,"03",2009-07-08 03:00:00,3.51,-0.5175,3.555,98.015,"07","2009",0.226
"172",2009-07-08,"04",2009-07-08 04:00:00,3.2225,-0.5,3.2775,98.0325,"07","2009",0.276
"173",2009-07-08,"05",2009-07-08 05:00:00,3.0725,-0.55,3.1425,99.265,"07","2009",0.216
"174",2009-07-08,"06",2009-07-08 06:00:00,2.94,-0.58,3.03,100.345,"07","2009",0.145
"175",2009-07-08,"07",2009-07-08 07:00:00,2.76,-0.5325,2.8375,100.375,"07","2009",0.1
"176",2009-07-08,"08",2009-07-08 08:00:00,2.6025,-0.5325,2.6775,101.285,"07","2009",0.07
"177",2009-07-08,"09",2009-07-08 09:00:00,2.5975,-0.7525,2.7125,106.0025,"07","2009",0.06
"178",2009-07-08,"10",2009-07-08 10:00:00,2.7975,-1.3,3.095,114.725,"07","2009",0.06
"179",2009-07-08,"11",2009-07-08 11:00:00,2.9975,-2.0425,3.645,123.89,"07","2009",0.045
"180",2009-07-08,"12",2009-07-08 12:00:00,2.9325,-2.805,4.075,133.2175,"07","2009",0.045
"181",2009-07-08,"13",2009-07-08 13:00:00,2.465,-3.4275,4.23,143.935,"07","2009",0.085
"182",2009-07-08,"14",2009-07-08 14:00:00,1.8325,-3.9075,4.32,154.7175,"07","2009",0.085
"183",2009-07-08,"15",2009-07-08 15:00:00,1.3425,-4.135,4.3525,162.0275,"07","2009",0.08
"184",2009-07-08,"16",2009-07-08 16:00:00,1.165,-4.105,4.275,164.145,"07","2009",0.095
"185",2009-07-08,"17",2009-07-08 17:00:00,1.2,-3.955,4.1525,162.9375,"07","2009",0.05
"186",2009-07-08,"18",2009-07-08 18:00:00,1.295,-3.8375,4.0775,161.27,"07","2009",0.035
"187",2009-07-08,"19",2009-07-08 19:00:00,1.2925,-3.8675,4.105,161.625,"07","2009",0.055
"188",2009-07-08,"20",2009-07-08 20:00:00,1.135,-3.9125,4.09,164.0575,"07","2009",0.04
"189",2009-07-08,"21",2009-07-08 21:00:00,0.785,-3.7825,3.875,168.57,"07","2009",0.035
"190",2009-07-08,"22",2009-07-08 22:00:00,0.2525,-3.36,3.3825,176.06,"07","2009",0.02
"191",2009-07-08,"23",2009-07-08 23:00:00,-0.25,-2.83,2.86,185.415,"07","2009",0.025
"192",2009-07-09,"00",2009-07-09 00:00:00,-0.455,-2.4525,2.52,190.66,"07","2009",0.06
"193",2009-07-09,"01",2009-07-09 01:00:00,-0.245,-2.39,2.4375,185.7125,"07","2009",0.03
"194",2009-07-09,"02",2009-07-09 02:00:00,0.215,-2.525,2.585,174.9825,"07","2009",0.045
"195",2009-07-09,"03",2009-07-09 03:00:00,0.63,-2.605,2.7425,166.6925,"07","2009",0.065
"196",2009-07-09,"04",2009-07-09 04:00:00,0.8275,-2.4925,2.6875,162.445,"07","2009",0.075
"197",2009-07-09,"05",2009-07-09 05:00:00,0.81,-2.24,2.44,161.33,"07","2009",0.135
"198",2009-07-09,"06",2009-07-09 06:00:00,0.6175,-1.9325,2.1075,164.48,"07","2009",0.185
"199",2009-07-09,"07",2009-07-09 07:00:00,0.31,-1.6425,1.85,176.6425,"07","2009",0.075
"200",2009-07-09,"08",2009-07-09 08:00:00,-0.055,-1.38,1.83,194.8025,"07","2009",0.005
"201",2009-07-09,"09",2009-07-09 09:00:00,-0.4175,-1.1325,1.895,207.81,"07","2009",0
"202",2009-07-09,"10",2009-07-09 10:00:00,-0.735,-0.8925,1.835,219.35,"07","2009",0
"203",2009-07-09,"11",2009-07-09 11:00:00,-1.025,-0.67,1.74,232.4,"07","2009",0.03
"204",2009-07-09,"12",2009-07-09 12:00:00,-1.3325,-0.4825,1.74,246.4325,"07","2009",0.03
"205",2009-07-09,"13",2009-07-09 13:00:00,-1.83,0.05,2.03,270.595,"07","2009",0
"206",2009-07-09,"14",2009-07-09 14:00:00,-2.07,0.185,2.1925,274.11,"07","2009",0
"207",2009-07-09,"15",2009-07-09 15:00:00,-2.305,0.3625,2.4,277.9375,"07","2009",0
"208",2009-07-09,"16",2009-07-09 16:00:00,-2.5225,0.605,2.6425,282.685,"07","2009",0
"209",2009-07-09,"17",2009-07-09 17:00:00,-2.6975,0.9325,2.885,288.4325,"07","2009",0
"210",2009-07-09,"18",2009-07-09 18:00:00,-2.7925,1.35,3.1225,295.3825,"07","2009",0.015
"211",2009-07-09,"19",2009-07-09 19:00:00,-2.7775,1.85,3.345,303.3625,"07","2009",0.005
"212",2009-07-09,"20",2009-07-09 20:00:00,-2.6525,2.295,3.5125,310.6725,"07","2009",0.025
"213",2009-07-09,"21",2009-07-09 21:00:00,-2.44,2.5275,3.515,315.9625,"07","2009",0.095
"214",2009-07-09,"22",2009-07-09 22:00:00,-2.1625,2.4475,3.2675,318.5625,"07","2009",0.085
"215",2009-07-09,"23",2009-07-09 23:00:00,-1.895,2.2075,2.9075,319.395,"07","2009",0.13
"216",2009-07-10,"00",2009-07-10 00:00:00,-1.705,2.0225,2.645,319.8675,"07","2009",0.12
"217",2009-07-10,"01",2009-07-10 01:00:00,-1.6025,2.2325,2.7575,324.05,"07","2009",0.095
"218",2009-07-10,"02",2009-07-10 02:00:00,-1.5175,2.43,2.8875,327.9375,"07","2009",0.095
"219",2009-07-10,"03",2009-07-10 03:00:00,-1.4525,2.6775,3.075,331.415,"07","2009",0.1
"220",2009-07-10,"04",2009-07-10 04:00:00,-1.365,2.8825,3.2125,334.5325,"07","2009",0.16
"221",2009-07-10,"05",2009-07-10 05:00:00,-1.2575,3.0025,3.28,337.24,"07","2009",0.19
"222",2009-07-10,"06",2009-07-10 06:00:00,-1.1425,3.0325,3.255,339.4,"07","2009",0.165
"223",2009-07-10,"07",2009-07-10 07:00:00,-1.025,2.96,3.1525,340.93,"07","2009",0.105
"224",2009-07-10,"08",2009-07-10 08:00:00,-0.9575,2.8725,3.05,341.645,"07","2009",0.09
"225",2009-07-10,"09",2009-07-10 09:00:00,-0.9875,2.8625,3.0475,341.1225,"07","2009",0.1
"226",2009-07-10,"10",2009-07-10 10:00:00,-1.13,3,3.2225,339.44,"07","2009",0.095
"227",2009-07-10,"11",2009-07-10 11:00:00,-1.295,3.205,3.465,338.06,"07","2009",0.11
"228",2009-07-10,"12",2009-07-10 12:00:00,-1.355,3.3775,3.645,338.1575,"07","2009",0.11
"229",2009-07-10,"13",2009-07-10 13:00:00,-1.01,3.39,3.5475,343.5975,"07","2009",0.005
"230",2009-07-10,"14",2009-07-10 14:00:00,-0.6625,3.505,3.585,349.425,"07","2009",0
