"","OnlyDate","hour","Date","u","v","ws","wd","month","year","wp4"
"1",2009-07-01,"01",2009-07-01 01:00:00,3.15,-2.15,3.81,124.27,"07","2009",0.105
"2",2009-07-01,"02",2009-07-01 02:00:00,3.15,-1.9,3.68,121.07,"07","2009",0.033
"3",2009-07-01,"03",2009-07-01 03:00:00,3.15,-1.85,3.66,120.49,"07","2009",0.022
"4",2009-07-01,"04",2009-07-01 04:00:00,3.15,-1.94,3.7,121.62,"07","2009",0.039
"5",2009-07-01,"05",2009-07-01 05:00:00,3.12,-2.04,3.72,123.22,"07","2009",0.066
"6",2009-07-01,"06",2009-07-01 06:00:00,3.03,-2.05,3.66,124.11,"07","2009",0.105
"7",2009-07-01,"07",2009-07-01 07:00:00,2.88,-1.89,3.45,123.27,"07","2009",0.017
"8",2009-07-01,"08",2009-07-01 08:00:00,2.77,-1.61,3.2,120.18,"07","2009",0.017
"9",2009-07-01,"09",2009-07-01 09:00:00,2.8,-1.29,3.09,114.74,"07","2009",0.006
"10",2009-07-01,"10",2009-07-01 10:00:00,3.05,-1.01,3.21,108.32,"07","2009",0
"11",2009-07-01,"11",2009-07-01 11:00:00,3.35,-0.8,3.44,103.38,"07","2009",0
"12",2009-07-01,"12",2009-07-01 12:00:00,3.49,-0.68,3.55,100.95,"07","2009",0
"13",2009-07-01,"13",2009-07-01 13:00:00,3.35,-0.775,3.44,103.03,"07","2009",0
"14",2009-07-01,"14",2009-07-01 14:00:00,3.19,-0.855,3.305,104.855,"07","2009",0
"15",2009-07-01,"15",2009-07-01 15:00:00,3.195,-0.805,3.295,103.975,"07","2009",0
"16",2009-07-01,"16",2009-07-01 16:00:00,3.41,-0.64,3.475,100.5,"07","2009",0
"17",2009-07-01,"17",2009-07-01 17:00:00,3.685,-0.445,3.715,96.86,"07","2009",0
"18",2009-07-01,"18",2009-07-01 18:00:00,3.82,-0.325,3.845,94.935,"07","2009",0
"19",2009-07-01,"19",2009-07-01 19:00:00,3.675,-0.365,3.7,95.685,"07","2009",0.017
"20",2009-07-01,"20",2009-07-01 20:00:00,3.265,-0.525,3.32,99.05,"07","2009",0.05
"21",2009-07-01,"21",2009-07-01 21:00:00,2.69,-0.755,2.8,105.555,"07","2009",0.033
"22",2009-07-01,"22",2009-07-01 22:00:00,2.025,-1.01,2.265,116.54,"07","2009",0.044
"23",2009-07-01,"23",2009-07-01 23:00:00,1.325,-1.205,1.805,132.48,"07","2009",0
"24",2009-07-02,"00",2009-07-02 00:00:00,0.64,-1.275,1.44,152.935,"07","2009",0
"25",2009-07-02,"01",2009-07-02 01:00:00,0.103333333333333,-1.23,1.24333333333333,175.566666666667,"07","2009",0
"26",2009-07-02,"02",2009-07-02 02:00:00,-0.336666666666667,-1.05333333333333,1.13,200.41,"07","2009",0
"27",2009-07-02,"03",2009-07-02 03:00:00,-0.513333333333333,-0.803333333333333,1.06333333333333,221.033333333333,"07","2009",0
"28",2009-07-02,"04",2009-07-02 04:00:00,-0.443333333333333,-0.53,0.92,233.953333333333,"07","2009",0
"29",2009-07-02,"05",2009-07-02 05:00:00,-0.27,-0.296666666666667,0.743333333333333,246.453333333333,"07","2009",0
"30",2009-07-02,"06",2009-07-02 06:00:00,-0.193333333333333,-0.163333333333333,0.65,263.703333333333,"07","2009",0
"31",2009-07-02,"07",2009-07-02 07:00:00,-0.346666666666667,-0.176666666666667,0.693333333333333,157.513333333333,"07","2009",0
"32",2009-07-02,"08",2009-07-02 08:00:00,-0.68,-0.253333333333333,0.876666666666667,163.376666666667,"07","2009",0
"33",2009-07-02,"09",2009-07-02 09:00:00,-1.08333333333333,-0.283333333333333,1.17,265.53,"07","2009",0
"34",2009-07-02,"10",2009-07-02 10:00:00,-1.45,-0.2,1.50666666666667,263.893333333333,"07","2009",0
"35",2009-07-02,"11",2009-07-02 11:00:00,-1.60333333333333,-0.0866666666666667,1.67,264.263333333333,"07","2009",0
"36",2009-07-02,"12",2009-07-02 12:00:00,-1.36333333333333,-0.0733333333333333,1.49,259.31,"07","2009",0
"37",2009-07-02,"13",2009-07-02 13:00:00,-0.38,-0.4925,1.0425,225.3675,"07","2009",0
"38",2009-07-02,"14",2009-07-02 14:00:00,0.6175,-0.925,1.1525,136.465,"07","2009",0
"39",2009-07-02,"15",2009-07-02 15:00:00,1.645,-1.2975,2.195,124.145,"07","2009",0
"40",2009-07-02,"16",2009-07-02 16:00:00,2.545,-1.5875,3.1,120.6275,"07","2009",0.039
"41",2009-07-02,"17",2009-07-02 17:00:00,3.2325,-1.8175,3.79,118.805,"07","2009",0.05
"42",2009-07-02,"18",2009-07-02 18:00:00,3.6525,-2.0225,4.25,118.545,"07","2009",0.055
"43",2009-07-02,"19",2009-07-02 19:00:00,3.7825,-2.2225,4.4525,120.0025,"07","2009",0.105
"44",2009-07-02,"20",2009-07-02 20:00:00,3.685,-2.4,4.455,122.605,"07","2009",0.088
"45",2009-07-02,"21",2009-07-02 21:00:00,3.455,-2.5225,4.315,125.74,"07","2009",0.066
"46",2009-07-02,"22",2009-07-02 22:00:00,3.16,-2.5525,4.085,128.7375,"07","2009",0.011
"47",2009-07-02,"23",2009-07-02 23:00:00,2.835,-2.44,3.7525,130.775,"07","2009",0
"48",2009-07-03,"00",2009-07-03 00:00:00,2.49,-2.14,3.2925,130.7525,"07","2009",0
"49",2009-07-03,"01",2009-07-03 01:00:00,2.44,-1.45,2.85,121.0525,"07","2009",0
"50",2009-07-03,"02",2009-07-03 02:00:00,2.355,-0.8725,2.5175,110.4925,"07","2009",0
"51",2009-07-03,"03",2009-07-03 03:00:00,2.49,-0.6375,2.58,102.8875,"07","2009",0
"52",2009-07-03,"04",2009-07-03 04:00:00,2.87,-0.7925,3,103.32,"07","2009",0
"53",2009-07-03,"05",2009-07-03 05:00:00,3.365,-1.1525,3.5825,107.2075,"07","2009",0.039
"54",2009-07-03,"06",2009-07-03 06:00:00,3.8,-1.4725,4.1,110.0775,"07","2009",0.072
"55",2009-07-03,"07",2009-07-03 07:00:00,4.0525,-1.5675,4.36,110.665,"07","2009",0.143
"56",2009-07-03,"08",2009-07-03 08:00:00,4.15,-1.57,4.45,110.49,"07","2009",0.154
"57",2009-07-03,"09",2009-07-03 09:00:00,4.18,-1.665,4.51,111.5625,"07","2009",0.072
"58",2009-07-03,"10",2009-07-03 10:00:00,4.2,-1.9925,4.6625,115.15,"07","2009",0.171
"59",2009-07-03,"11",2009-07-03 11:00:00,4.2425,-2.435,4.925,119.47,"07","2009",0.176
"60",2009-07-03,"12",2009-07-03 12:00:00,4.32,-2.83,5.2225,122.575,"07","2009",0.094
"61",2009-07-03,"13",2009-07-03 13:00:00,4.3,-3.53,5.6125,128.8425,"07","2009",0.055
"62",2009-07-03,"14",2009-07-03 14:00:00,4.5475,-3.54,5.8225,127.4075,"07","2009",0.066
"63",2009-07-03,"15",2009-07-03 15:00:00,4.8625,-3.51,6.0575,125.45,"07","2009",0.105
"64",2009-07-03,"16",2009-07-03 16:00:00,5.2425,-3.535,6.36,123.7275,"07","2009",0.347
"65",2009-07-03,"17",2009-07-03 17:00:00,5.58,-3.62,6.675,122.82,"07","2009",0.573
"66",2009-07-03,"18",2009-07-03 18:00:00,5.7475,-3.78,6.8875,123.1625,"07","2009",0.441
"67",2009-07-03,"19",2009-07-03 19:00:00,5.665,-3.98,6.93,124.9475,"07","2009",0.347
"68",2009-07-03,"20",2009-07-03 20:00:00,5.41,-4.1875,6.85,127.5425,"07","2009",0.518
"69",2009-07-03,"21",2009-07-03 21:00:00,5.115,-4.3375,6.715,130.0975,"07","2009",0.468
"70",2009-07-03,"22",2009-07-03 22:00:00,4.8825,-4.395,6.5725,131.865,"07","2009",0.452
"71",2009-07-03,"23",2009-07-03 23:00:00,4.7,-4.355,6.41,132.815,"07","2009",0.364
"72",2009-07-04,"00",2009-07-04 00:00:00,4.53,-4.235,6.2025,133.16,"07","2009",0.187
"73",2009-07-04,"01",2009-07-04 01:00:00,4.3025,-4.0075,5.8825,133.0175,"07","2009",0.165
"74",2009-07-04,"02",2009-07-04 02:00:00,4.1175,-3.725,5.555,132.1775,"07","2009",0.264
"75",2009-07-04,"03",2009-07-04 03:00:00,3.8925,-3.425,5.19,131.3925,"07","2009",0.65
"76",2009-07-04,"04",2009-07-04 04:00:00,3.61,-3.1125,4.765,130.785,"07","2009",0.595
"77",2009-07-04,"05",2009-07-04 05:00:00,3.2675,-2.785,4.295,130.35,"07","2009",0.38
"78",2009-07-04,"06",2009-07-04 06:00:00,2.8875,-2.46,3.8025,130.165,"07","2009",0.386
"79",2009-07-04,"07",2009-07-04 07:00:00,2.5,-2.16,3.3225,130.4525,"07","2009",0.088
"80",2009-07-04,"08",2009-07-04 08:00:00,2.22,-1.9575,2.9775,131.065,"07","2009",0.006
"81",2009-07-04,"09",2009-07-04 09:00:00,2.1825,-1.92,2.9225,131.2525,"07","2009",0.011
"82",2009-07-04,"10",2009-07-04 10:00:00,2.465,-2.11,3.26,130.58,"07","2009",0.05
"83",2009-07-04,"11",2009-07-04 11:00:00,2.94,-2.4425,3.8375,129.82,"07","2009",0.171
"84",2009-07-04,"12",2009-07-04 12:00:00,3.42,-2.795,4.435,129.395,"07","2009",0.132
"85",2009-07-04,"13",2009-07-04 13:00:00,3.68,-3.3675,5.02,132.295,"07","2009",0.105
"86",2009-07-04,"14",2009-07-04 14:00:00,3.7925,-3.395,5.1,131.715,"07","2009",0.127
"87",2009-07-04,"15",2009-07-04 15:00:00,3.8575,-3.3125,5.0975,130.51,"07","2009",0.182
"88",2009-07-04,"16",2009-07-04 16:00:00,3.93,-3.1625,5.065,128.52,"07","2009",0.116
"89",2009-07-04,"17",2009-07-04 17:00:00,3.9875,-2.955,4.995,126.1225,"07","2009",0.061
"90",2009-07-04,"18",2009-07-04 18:00:00,3.975,-2.7175,4.8775,123.8275,"07","2009",0.039
"91",2009-07-04,"19",2009-07-04 19:00:00,3.8575,-2.4575,4.665,121.84,"07","2009",0.033
"92",2009-07-04,"20",2009-07-04 20:00:00,3.61,-2.1325,4.3075,119.7625,"07","2009",0.061
"93",2009-07-04,"21",2009-07-04 21:00:00,3.205,-1.6875,3.725,116.9325,"07","2009",0.028
"94",2009-07-04,"22",2009-07-04 22:00:00,2.6525,-1.0925,2.9125,111.97,"07","2009",0.006
"95",2009-07-04,"23",2009-07-04 23:00:00,2.075,-0.43,2.13,102.385,"07","2009",0.022
"96",2009-07-05,"00",2009-07-05 00:00:00,1.62,0.1975,1.69,87.06,"07","2009",0.017
"97",2009-07-05,"01",2009-07-05 01:00:00,1.53,0.6275,1.68,71.3675,"07","2009",0.039
"98",2009-07-05,"02",2009-07-05 02:00:00,1.48,1.0375,1.8125,53.32,"07","2009",0.05
"99",2009-07-05,"03",2009-07-05 03:00:00,1.58,1.4125,2.145,46.77,"07","2009",0.05
