"","OnlyDate","hour","Date","u","v","ws","wd","month","year","wp5"
"1",2009-07-01,"01",2009-07-01 01:00:00,-0.99,2.75,2.93,340.24,"07","2009",0.066
"2",2009-07-01,"02",2009-07-01 02:00:00,-1.25,2.54,2.83,333.88,"07","2009",0.015
"3",2009-07-01,"03",2009-07-01 03:00:00,-1.35,2.59,2.92,332.41,"07","2009",0.01
"4",2009-07-01,"04",2009-07-01 04:00:00,-1.33,2.8,3.1,334.53,"07","2009",0.01
"5",2009-07-01,"05",2009-07-01 05:00:00,-1.22,3.09,3.32,338.51,"07","2009",0.015
"6",2009-07-01,"06",2009-07-01 06:00:00,-1.02,3.34,3.49,343.08,"07","2009",0.015
"7",2009-07-01,"07",2009-07-01 07:00:00,-0.77,3.49,3.57,347.56,"07","2009",0.025
"8",2009-07-01,"08",2009-07-01 08:00:00,-0.55,3.54,3.58,351.12,"07","2009",0.046
"9",2009-07-01,"09",2009-07-01 09:00:00,-0.46,3.56,3.59,352.58,"07","2009",0.081
"10",2009-07-01,"10",2009-07-01 10:00:00,-0.53,3.58,3.62,351.58,"07","2009",0.101
"11",2009-07-01,"11",2009-07-01 11:00:00,-0.53,3.66,3.7,351.75,"07","2009",0.111
"12",2009-07-01,"12",2009-07-01 12:00:00,-0.18,3.82,3.83,357.34,"07","2009",0.121
"13",2009-07-01,"13",2009-07-01 13:00:00,0.08,4.075,4.115,181.115,"07","2009",0.111
"14",2009-07-01,"14",2009-07-01 14:00:00,0.935,4.355,4.53,11.815,"07","2009",0.137
"15",2009-07-01,"15",2009-07-01 15:00:00,1.56,4.455,4.83,18.605,"07","2009",0.106
"16",2009-07-01,"16",2009-07-01 16:00:00,1.815,4.33,4.825,22.105,"07","2009",0.086
"17",2009-07-01,"17",2009-07-01 17:00:00,1.805,4.07,4.575,23.68,"07","2009",0.056
"18",2009-07-01,"18",2009-07-01 18:00:00,1.68,3.8,4.245,24.135,"07","2009",0.03
"19",2009-07-01,"19",2009-07-01 19:00:00,1.575,3.6,3.975,23.98,"07","2009",0.02
"20",2009-07-01,"20",2009-07-01 20:00:00,1.485,3.435,3.755,23.54,"07","2009",0
"21",2009-07-01,"21",2009-07-01 21:00:00,1.375,3.22,3.505,23.155,"07","2009",0.005
"22",2009-07-01,"22",2009-07-01 22:00:00,1.23,2.91,3.18,22.705,"07","2009",0.005
"23",2009-07-01,"23",2009-07-01 23:00:00,1.06,2.565,2.83,21.505,"07","2009",0.01
"24",2009-07-02,"00",2009-07-02 00:00:00,0.88,2.275,2.51,19.65,"07","2009",0
"25",2009-07-02,"01",2009-07-02 01:00:00,0.406666666666667,2.16333333333333,2.26666666666667,130.406666666667,"07","2009",0
"26",2009-07-02,"02",2009-07-02 02:00:00,0.143333333333333,1.98666666666667,2.04666666666667,124.3,"07","2009",0
"27",2009-07-02,"03",2009-07-02 03:00:00,-0.0766666666666666,1.68,1.72333333333333,116.96,"07","2009",0
"28",2009-07-02,"04",2009-07-02 04:00:00,-0.303333333333333,1.23,1.29333333333333,343.463333333333,"07","2009",0
"29",2009-07-02,"05",2009-07-02 05:00:00,-0.556666666666667,0.72,1.08333333333333,313.736666666667,"07","2009",0.02
"30",2009-07-02,"06",2009-07-02 06:00:00,-0.83,0.236666666666667,1.29,285.156666666667,"07","2009",0.015
"31",2009-07-02,"07",2009-07-02 07:00:00,-1.12666666666667,-0.13,1.53,278.46,"07","2009",0.005
"32",2009-07-02,"08",2009-07-02 08:00:00,-1.36333333333333,-0.313333333333333,1.67,274.053333333333,"07","2009",0
"33",2009-07-02,"09",2009-07-02 09:00:00,-1.46333333333333,-0.246666666666667,1.65333333333333,274.076666666667,"07","2009",0
"34",2009-07-02,"10",2009-07-02 10:00:00,-1.36333333333333,0.0733333333333333,1.46333333333333,287.016666666667,"07","2009",0
"35",2009-07-02,"11",2009-07-02 11:00:00,-1.08,0.44,1.26333333333333,198.913333333333,"07","2009",0
"36",2009-07-02,"12",2009-07-02 12:00:00,-0.636666666666667,0.573333333333333,1.28666666666667,238.933333333333,"07","2009",0
"37",2009-07-02,"13",2009-07-02 13:00:00,-0.015,0.5075,1.3675,189.56,"07","2009",0
"38",2009-07-02,"14",2009-07-02 14:00:00,0.38,0.0725,1.5675,103.335,"07","2009",0
"39",2009-07-02,"15",2009-07-02 15:00:00,0.4275,-0.2775,1.685,104.5475,"07","2009",0
"40",2009-07-02,"16",2009-07-02 16:00:00,0.105,-0.355,1.57,153.4275,"07","2009",0
"41",2009-07-02,"17",2009-07-02 17:00:00,-0.2525,-0.23,1.435,234.7175,"07","2009",0
"42",2009-07-02,"18",2009-07-02 18:00:00,-0.23,-0.02,1.2125,215.9725,"07","2009",0.005
"43",2009-07-02,"19",2009-07-02 19:00:00,0.44,0.1675,1.2025,172.86,"07","2009",0
"44",2009-07-02,"20",2009-07-02 20:00:00,1.415,0.3025,1.88,146.8725,"07","2009",0
"45",2009-07-02,"21",2009-07-02 21:00:00,2.2125,0.37,2.4525,150.1075,"07","2009",0
"46",2009-07-02,"22",2009-07-02 22:00:00,2.4725,0.3825,2.63,75.3525,"07","2009",0
"47",2009-07-02,"23",2009-07-02 23:00:00,2.3775,0.3725,2.515,78.9275,"07","2009",0.005
"48",2009-07-03,"00",2009-07-03 00:00:00,2.2325,0.3975,2.335,80.58,"07","2009",0
"49",2009-07-03,"01",2009-07-03 01:00:00,2.0475,0.4375,2.115,78.84,"07","2009",0.005
"50",2009-07-03,"02",2009-07-03 02:00:00,2.2875,0.51,2.3675,78.16,"07","2009",0.005
"51",2009-07-03,"03",2009-07-03 03:00:00,2.525,0.5625,2.6475,78.395,"07","2009",0.02
"52",2009-07-03,"04",2009-07-03 04:00:00,2.6775,0.5825,2.82,79.1125,"07","2009",0.015
"53",2009-07-03,"05",2009-07-03 05:00:00,2.77,0.56,2.9,80.1625,"07","2009",0.035
"54",2009-07-03,"06",2009-07-03 06:00:00,2.8525,0.4725,2.9475,81.6525,"07","2009",0.046
"55",2009-07-03,"07",2009-07-03 07:00:00,2.97,0.3225,3.0225,83.955,"07","2009",0.03
"56",2009-07-03,"08",2009-07-03 08:00:00,3.1625,0.16,3.1925,86.8825,"07","2009",0.03
"57",2009-07-03,"09",2009-07-03 09:00:00,3.4675,0.055,3.4975,89.08,"07","2009",0.046
"58",2009-07-03,"10",2009-07-03 10:00:00,3.895,0.0575,3.9225,89.3575,"07","2009",0.071
"59",2009-07-03,"11",2009-07-03 11:00:00,4.3575,0.16,4.3825,88.175,"07","2009",0.071
"60",2009-07-03,"12",2009-07-03 12:00:00,4.7525,0.3525,4.7725,85.935,"07","2009",0.091
"61",2009-07-03,"13",2009-07-03 13:00:00,5.415,0.555,5.4475,84.205,"07","2009",0.121
"62",2009-07-03,"14",2009-07-03 14:00:00,5.55,0.6675,5.595,83.025,"07","2009",0.126
"63",2009-07-03,"15",2009-07-03 15:00:00,5.6075,0.8475,5.6775,81.2575,"07","2009",0.066
"64",2009-07-03,"16",2009-07-03 16:00:00,5.6775,1.0825,5.785,79.14,"07","2009",0.106
"65",2009-07-03,"17",2009-07-03 17:00:00,5.715,1.295,5.875,77.1775,"07","2009",0.157
"66",2009-07-03,"18",2009-07-03 18:00:00,5.6525,1.39,5.87,76.165,"07","2009",0.238
"67",2009-07-03,"19",2009-07-03 19:00:00,5.43,1.295,5.695,77.015,"07","2009",0.334
"68",2009-07-03,"20",2009-07-03 20:00:00,5.09,1.05,5.3975,79.515,"07","2009",0.258
"69",2009-07-03,"21",2009-07-03 21:00:00,4.695,0.7225,5.0025,82.8925,"07","2009",0.334
"70",2009-07-03,"22",2009-07-03 22:00:00,4.315,0.3725,4.5425,86.48,"07","2009",0.399
"71",2009-07-03,"23",2009-07-03 23:00:00,4.0625,0.045,4.1775,90.365,"07","2009",0.056
"72",2009-07-04,"00",2009-07-04 00:00:00,4.0475,-0.2375,4.1,93.975,"07","2009",0.081
"73",2009-07-04,"01",2009-07-04 01:00:00,4.6225,-0.4275,4.6525,95.8325,"07","2009",0.091
"74",2009-07-04,"02",2009-07-04 02:00:00,5.0475,-0.59,5.08,96.725,"07","2009",0.283
"75",2009-07-04,"03",2009-07-04 03:00:00,5.4225,-0.64,5.465,96.585,"07","2009",0.253
"76",2009-07-04,"04",2009-07-04 04:00:00,5.66,-0.5675,5.6975,95.62,"07","2009",0.278
"77",2009-07-04,"05",2009-07-04 05:00:00,5.735,-0.445,5.755,94.4025,"07","2009",0.349
"78",2009-07-04,"06",2009-07-04 06:00:00,5.6275,-0.3525,5.6425,93.56,"07","2009",0.278
"79",2009-07-04,"07",2009-07-04 07:00:00,5.355,-0.3575,5.365,93.8125,"07","2009",0.283
"80",2009-07-04,"08",2009-07-04 08:00:00,5.0075,-0.5,5.03,95.74,"07","2009",0.298
"81",2009-07-04,"09",2009-07-04 09:00:00,4.705,-0.795,4.7725,99.6525,"07","2009",0.222
"82",2009-07-04,"10",2009-07-04 10:00:00,4.5475,-1.245,4.7175,105.145,"07","2009",0.228
"83",2009-07-04,"11",2009-07-04 11:00:00,4.5425,-1.7225,4.89,110.4025,"07","2009",0.248
"84",2009-07-04,"12",2009-07-04 12:00:00,4.6775,-2.09,5.185,113.51,"07","2009",0.359
"85",2009-07-04,"13",2009-07-04 13:00:00,5.1725,-2.795,5.9575,117.605,"07","2009",0.45
"86",2009-07-04,"14",2009-07-04 14:00:00,5.3775,-2.81,6.1425,116.9925,"07","2009",0.344
"87",2009-07-04,"15",2009-07-04 15:00:00,5.59,-2.4975,6.1775,113.8775,"07","2009",0.339
"88",2009-07-04,"16",2009-07-04 16:00:00,5.7575,-2.0125,6.1225,109.19,"07","2009",0.177
"89",2009-07-04,"17",2009-07-04 17:00:00,5.8325,-1.585,6.0525,105.0675,"07","2009",0.177
"90",2009-07-04,"18",2009-07-04 18:00:00,5.78,-1.4775,5.985,104.13,"07","2009",0.217
"91",2009-07-04,"19",2009-07-04 19:00:00,5.5575,-1.8325,5.93,107.7425,"07","2009",0.207
"92",2009-07-04,"20",2009-07-04 20:00:00,5.1025,-2.3825,5.79,113.8325,"07","2009",0.349
"93",2009-07-04,"21",2009-07-04 21:00:00,4.3425,-2.7325,5.29,121.1625,"07","2009",0.238
"94",2009-07-04,"22",2009-07-04 22:00:00,3.2875,-2.6025,4.2475,129.0825,"07","2009",0.131
"95",2009-07-04,"23",2009-07-04 23:00:00,2.28,-2.105,3.1275,128.0325,"07","2009",0.066
