"","OnlyDate","hour","Date","u","v","ws","wd","month","year","wp3"
"1",2009-07-01,"01",2009-07-01 01:00:00,3.51,-2.43,4.27,124.75,"07","2009",0.257
"2",2009-07-01,"02",2009-07-01 02:00:00,2.96,-2.12,3.65,125.63,"07","2009",0.178
"3",2009-07-01,"03",2009-07-01 03:00:00,2.47,-2.02,3.19,129.29,"07","2009",0.109
"4",2009-07-01,"04",2009-07-01 04:00:00,2.05,-2.06,2.9,135.14,"07","2009",0.079
"5",2009-07-01,"05",2009-07-01 05:00:00,1.72,-2.11,2.72,140.85,"07","2009",0.099
"6",2009-07-01,"06",2009-07-01 06:00:00,1.53,-2.07,2.57,143.52,"07","2009",0.069
"7",2009-07-01,"07",2009-07-01 07:00:00,1.49,-1.86,2.38,141.17,"07","2009",0
"8",2009-07-01,"08",2009-07-01 08:00:00,1.55,-1.62,2.24,136.2,"07","2009",0
"9",2009-07-01,"09",2009-07-01 09:00:00,1.63,-1.55,2.25,133.67,"07","2009",0
"10",2009-07-01,"10",2009-07-01 10:00:00,1.65,-1.78,2.43,137.08,"07","2009",0
"11",2009-07-01,"11",2009-07-01 11:00:00,1.63,-2.1,2.66,142.1,"07","2009",0
"12",2009-07-01,"12",2009-07-01 12:00:00,1.58,-2.24,2.74,144.79,"07","2009",0
"13",2009-07-01,"13",2009-07-01 13:00:00,1.695,-1.87,2.53,137.885,"07","2009",0
"14",2009-07-01,"14",2009-07-01 14:00:00,1.845,-1.505,2.385,129.85,"07","2009",0
"15",2009-07-01,"15",2009-07-01 15:00:00,1.95,-1.14,2.26,119.485,"07","2009",0
"16",2009-07-01,"16",2009-07-01 16:00:00,2.055,-0.815,2.28,108.87,"07","2009",0
"17",2009-07-01,"17",2009-07-01 17:00:00,2.18,-0.59,2.43,103.3,"07","2009",0
"18",2009-07-01,"18",2009-07-01 18:00:00,2.32,-0.485,2.58,102.335,"07","2009",0
"19",2009-07-01,"19",2009-07-01 19:00:00,2.46,-0.53,2.67,103.855,"07","2009",0
"20",2009-07-01,"20",2009-07-01 20:00:00,2.495,-0.705,2.69,107.395,"07","2009",0
"21",2009-07-01,"21",2009-07-01 21:00:00,2.33,-1,2.6,114.03,"07","2009",0
"22",2009-07-01,"22",2009-07-01 22:00:00,1.9,-1.36,2.39,125.01,"07","2009",0
"23",2009-07-01,"23",2009-07-01 23:00:00,1.35,-1.67,2.195,138.44,"07","2009",0
"24",2009-07-02,"00",2009-07-02 00:00:00,0.865,-1.755,2.035,148.675,"07","2009",0
"25",2009-07-02,"01",2009-07-02 01:00:00,0.743333333333333,-1.59333333333333,1.95,149.97,"07","2009",0.01
"26",2009-07-02,"02",2009-07-02 02:00:00,0.616666666666667,-1.26666666666667,1.86666666666667,152.506666666667,"07","2009",0.02
"27",2009-07-02,"03",2009-07-02 03:00:00,0.613333333333333,-0.896666666666667,1.69333333333333,154.276666666667,"07","2009",0.02
"28",2009-07-02,"04",2009-07-02 04:00:00,0.706666666666667,-0.596666666666667,1.28,146.306666666667,"07","2009",0
"29",2009-07-02,"05",2009-07-02 05:00:00,0.86,-0.413333333333333,1.07333333333333,119.63,"07","2009",0
"30",2009-07-02,"06",2009-07-02 06:00:00,1.04333333333333,-0.363333333333333,1.19,109.276666666667,"07","2009",0
"31",2009-07-02,"07",2009-07-02 07:00:00,1.24666666666667,-0.46,1.40666666666667,107.703333333333,"07","2009",0
"32",2009-07-02,"08",2009-07-02 08:00:00,1.47,-0.666666666666667,1.69333333333333,111.44,"07","2009",0
"33",2009-07-02,"09",2009-07-02 09:00:00,1.73666666666667,-0.94,2.05,116.813333333333,"07","2009",0.02
"34",2009-07-02,"10",2009-07-02 10:00:00,2.02666666666667,-1.23,2.43,120.72,"07","2009",0.049
"35",2009-07-02,"11",2009-07-02 11:00:00,2.19666666666667,-1.52333333333333,2.71666666666667,124.336666666667,"07","2009",0.04
"36",2009-07-02,"12",2009-07-02 12:00:00,2.07333333333333,-1.78333333333333,2.78,129.95,"07","2009",0.059
"37",2009-07-02,"13",2009-07-02 13:00:00,1.4175,-2.395,2.8625,146.4325,"07","2009",0.079
"38",2009-07-02,"14",2009-07-02 14:00:00,1.08,-2.455,2.72,155.655,"07","2009",0.079
"39",2009-07-02,"15",2009-07-02 15:00:00,1.045,-2.2875,2.61,159.2625,"07","2009",0.099
"40",2009-07-02,"16",2009-07-02 16:00:00,1.4875,-1.905,2.525,147.215,"07","2009",0.099
"41",2009-07-02,"17",2009-07-02 17:00:00,2.23,-1.47,2.7275,124.8475,"07","2009",0.099
"42",2009-07-02,"18",2009-07-02 18:00:00,2.9925,-1.2,3.26,110.785,"07","2009",0.099
"43",2009-07-02,"19",2009-07-02 19:00:00,3.5575,-1.235,3.7925,108.22,"07","2009",0.178
"44",2009-07-02,"20",2009-07-02 20:00:00,3.895,-1.525,4.2025,110.7925,"07","2009",0.247
"45",2009-07-02,"21",2009-07-02 21:00:00,4.0375,-1.9575,4.4975,115.415,"07","2009",0.178
"46",2009-07-02,"22",2009-07-02 22:00:00,4,-2.4125,4.6825,120.5075,"07","2009",0.237
"47",2009-07-02,"23",2009-07-02 23:00:00,3.8175,-2.78,4.7375,125.265,"07","2009",0.366
"48",2009-07-03,"00",2009-07-03 00:00:00,3.5075,-2.9375,4.5925,129.0975,"07","2009",0.415
"49",2009-07-03,"01",2009-07-03 01:00:00,3.47,-3.1575,4.7025,132.345,"07","2009",0.267
"50",2009-07-03,"02",2009-07-03 02:00:00,3.0225,-2.8525,4.1625,133.7325,"07","2009",0.138
"51",2009-07-03,"03",2009-07-03 03:00:00,2.735,-2.675,3.835,134.83,"07","2009",0.128
"52",2009-07-03,"04",2009-07-03 04:00:00,2.6675,-2.7025,3.805,135.705,"07","2009",0.178
"53",2009-07-03,"05",2009-07-03 05:00:00,2.73,-2.82,3.93,135.85,"07","2009",0.267
